timestamp,gpu_index,utilization_gpu,utilization_mem,memory_used_mb,power_w,temperature_c
2025/12/14 02:36:16.092, 0, 88, 54, 20355, 214.95, 65
2025/12/14 02:36:21.094, 0, 92, 68, 20355, 204.27, 68
2025/12/14 02:36:26.095, 0, 86, 60, 20355, 155.66, 66
2025/12/14 02:36:31.096, 0, 89, 66, 20355, 224.72, 67
2025/12/14 02:36:36.097, 0, 69, 35, 20357, 200.25, 68
2025/12/14 02:36:41.098, 0, 85, 59, 20355, 198.81, 65
2025/12/14 02:36:46.100, 0, 77, 54, 20355, 203.70, 66
2025/12/14 02:36:51.101, 0, 69, 39, 20355, 198.54, 68
2025/12/14 02:36:56.102, 0, 90, 67, 20355, 209.32, 68
2025/12/14 02:37:01.104, 0, 75, 40, 20355, 213.00, 67
2025/12/14 02:37:06.105, 0, 85, 53, 20355, 184.23, 65
2025/12/14 02:37:11.106, 0, 90, 66, 20355, 190.65, 67
2025/12/14 02:37:16.108, 0, 57, 31, 20355, 203.93, 68
2025/12/14 02:37:21.109, 0, 87, 53, 20355, 213.18, 66
2025/12/14 02:37:26.110, 0, 86, 61, 20355, 228.67, 65
2025/12/14 02:37:31.111, 0, 45, 27, 20355, 211.57, 67
2025/12/14 02:37:36.113, 0, 78, 57, 20355, 180.04, 66
2025/12/14 02:37:41.114, 0, 84, 57, 20355, 199.87, 66
2025/12/14 02:37:46.115, 0, 90, 66, 20355, 196.46, 67
2025/12/14 02:37:51.117, 0, 55, 30, 20355, 199.60, 67
2025/12/14 02:37:56.118, 0, 77, 45, 20355, 206.91, 67
2025/12/14 02:38:01.120, 0, 85, 54, 20355, 186.33, 65
2025/12/14 02:38:06.121, 0, 90, 65, 20355, 200.45, 67
2025/12/14 02:38:11.125, 0, 74, 39, 20355, 196.84, 67
2025/12/14 02:38:16.126, 0, 85, 60, 20355, 206.62, 64
2025/12/14 02:38:21.127, 0, 70, 44, 20355, 193.58, 67
2025/12/14 02:38:26.128, 0, 78, 47, 20355, 173.91, 64
2025/12/14 02:38:31.130, 0, 91, 67, 20355, 226.99, 66
2025/12/14 02:38:36.131, 0, 70, 40, 20355, 184.25, 66
2025/12/14 02:38:41.132, 0, 82, 48, 20355, 219.56, 65
2025/12/14 02:38:46.134, 0, 80, 46, 20355, 216.59, 65
2025/12/14 02:38:51.135, 0, 82, 53, 20355, 200.13, 66
2025/12/14 02:38:56.136, 0, 92, 68, 20355, 224.56, 66
2025/12/14 02:39:01.137, 0, 70, 50, 20355, 204.34, 67
2025/12/14 02:39:06.138, 0, 90, 55, 20355, 211.79, 65
2025/12/14 02:39:11.139, 0, 86, 61, 20355, 220.38, 68
2025/12/14 02:39:16.141, 0, 68, 47, 20355, 198.58, 67
2025/12/14 02:39:21.142, 0, 74, 40, 20355, 211.84, 67
2025/12/14 02:39:26.144, 0, 69, 37, 20355, 196.05, 67
2025/12/14 02:39:31.145, 0, 79, 45, 20355, 209.58, 67
2025/12/14 02:39:36.149, 0, 84, 56, 20355, 232.94, 66
2025/12/14 02:39:41.150, 0, 90, 68, 20355, 201.66, 65
2025/12/14 02:39:46.151, 0, 67, 39, 20355, 202.08, 66
2025/12/14 02:39:51.153, 0, 89, 65, 20355, 206.28, 66
2025/12/14 02:39:56.154, 0, 85, 54, 20355, 184.22, 65
2025/12/14 02:40:01.155, 0, 88, 64, 20355, 211.58, 66
2025/12/14 02:40:06.156, 0, 77, 43, 20355, 190.32, 67
2025/12/14 02:40:11.158, 0, 92, 68, 20355, 220.88, 66
2025/12/14 02:40:16.159, 0, 51, 27, 20355, 216.84, 65
2025/12/14 02:40:21.160, 0, 78, 52, 20355, 196.85, 66
2025/12/14 02:40:26.162, 0, 82, 59, 20355, 206.85, 66
2025/12/14 02:40:31.163, 0, 89, 53, 20355, 173.46, 67
2025/12/14 02:40:36.164, 0, 86, 61, 20355, 199.11, 65
2025/12/14 02:40:41.165, 0, 67, 46, 20355, 179.31, 67
2025/12/14 02:40:46.166, 0, 90, 55, 20355, 190.36, 66
2025/12/14 02:40:51.167, 0, 82, 56, 20355, 207.23, 67
2025/12/14 02:40:56.168, 0, 89, 54, 20355, 185.85, 65
2025/12/14 02:41:01.169, 0, 81, 54, 20355, 202.38, 67
2025/12/14 02:41:06.170, 0, 89, 66, 20355, 195.78, 66
2025/12/14 02:41:11.171, 0, 74, 40, 20355, 196.77, 65
2025/12/14 02:41:16.173, 0, 86, 59, 20355, 221.20, 67
2025/12/14 02:41:21.174, 0, 91, 67, 20355, 216.59, 67
2025/12/14 02:41:26.175, 0, 63, 38, 20355, 196.71, 67
2025/12/14 02:41:31.176, 0, 80, 46, 20355, 220.97, 65
2025/12/14 02:41:36.178, 0, 83, 54, 20355, 168.41, 66
2025/12/14 02:41:41.180, 0, 64, 45, 20355, 207.02, 66
2025/12/14 02:41:46.181, 0, 69, 46, 20355, 208.15, 67
2025/12/14 02:41:51.182, 0, 76, 41, 20355, 201.78, 65
2025/12/14 02:41:56.184, 0, 83, 57, 20355, 220.70, 66
2025/12/14 02:42:01.185, 0, 57, 30, 20355, 191.24, 67
2025/12/14 02:42:06.186, 0, 85, 50, 20355, 169.66, 64
2025/12/14 02:42:11.187, 0, 90, 68, 20355, 193.34, 67
2025/12/14 02:42:16.188, 0, 66, 46, 20355, 202.94, 66
2025/12/14 02:42:21.189, 0, 88, 54, 20355, 211.18, 67
2025/12/14 02:42:26.197, 0, 84, 57, 20355, 198.84, 65
2025/12/14 02:42:31.199, 0, 90, 67, 20355, 200.71, 65
2025/12/14 02:42:36.206, 0, 91, 68, 20355, 192.68, 64
2025/12/14 02:42:41.207, 0, 0, 0, 20355, 177.81, 62
2025/12/14 02:42:46.208, 0, 85, 53, 20355, 205.15, 64
2025/12/14 02:42:51.209, 0, 91, 67, 20355, 210.60, 67
2025/12/14 02:42:56.210, 0, 82, 58, 20355, 211.07, 64
2025/12/14 02:43:01.211, 0, 73, 52, 20355, 216.49, 66
2025/12/14 02:43:06.212, 0, 72, 44, 20355, 154.62, 63
2025/12/14 02:43:11.214, 0, 83, 52, 20355, 185.33, 65
2025/12/14 02:43:16.215, 0, 80, 47, 20355, 101.18, 63
2025/12/14 02:43:21.217, 0, 69, 36, 20355, 150.70, 65
2025/12/14 02:43:26.218, 0, 89, 54, 20355, 180.48, 64
2025/12/14 02:43:31.219, 0, 83, 52, 20355, 210.22, 65
2025/12/14 02:43:36.220, 0, 90, 68, 20355, 175.53, 66
2025/12/14 02:43:41.221, 0, 19, 15, 20355, 168.53, 63
2025/12/14 02:43:46.234, 0, 84, 60, 20355, 193.54, 65
2025/12/14 02:43:51.235, 0, 70, 47, 20355, 187.58, 63
2025/12/14 02:43:56.237, 0, 67, 35, 20355, 181.12, 66
2025/12/14 02:44:01.238, 0, 82, 50, 20355, 214.70, 63
2025/12/14 02:44:06.240, 0, 62, 43, 20355, 201.90, 65
2025/12/14 02:44:11.241, 0, 80, 53, 20355, 200.63, 63
2025/12/14 02:44:16.243, 0, 49, 29, 20355, 187.35, 65
2025/12/14 02:44:21.244, 0, 54, 28, 20355, 169.15, 63
2025/12/14 02:44:26.245, 0, 89, 54, 20355, 194.03, 63
2025/12/14 02:44:31.247, 0, 84, 53, 20355, 203.36, 65
2025/12/14 02:44:36.248, 0, 54, 34, 20355, 176.92, 65
2025/12/14 02:44:41.249, 0, 85, 51, 20355, 197.16, 63
2025/12/14 02:44:46.250, 0, 92, 69, 20355, 211.12, 65
2025/12/14 02:44:51.251, 0, 52, 30, 20355, 172.20, 65
2025/12/14 02:44:56.253, 0, 84, 50, 20355, 199.63, 63
2025/12/14 02:45:01.254, 0, 0, 0, 20355, 132.71, 61
2025/12/14 02:45:06.255, 0, 67, 48, 20355, 198.99, 66
2025/12/14 02:45:11.256, 0, 79, 53, 20355, 169.78, 64
2025/12/14 02:45:16.257, 0, 69, 49, 20355, 177.33, 65
2025/12/14 02:45:21.259, 0, 78, 55, 20355, 188.48, 63
2025/12/14 02:45:26.261, 0, 91, 66, 20355, 184.69, 61
2025/12/14 02:45:31.262, 0, 91, 56, 20355, 198.82, 65
2025/12/14 02:45:36.263, 0, 85, 63, 20355, 209.31, 64
2025/12/14 02:45:41.264, 0, 86, 59, 20355, 168.84, 63
2025/12/14 02:45:46.265, 0, 0, 0, 20355, 100.64, 59
2025/12/14 02:45:51.266, 0, 59, 35, 20357, 200.91, 65
2025/12/14 02:45:56.267, 0, 0, 0, 20355, 135.26, 63
2025/12/14 02:46:01.271, 0, 85, 52, 20355, 184.12, 65
2025/12/14 02:46:06.272, 0, 82, 57, 20355, 189.99, 63
2025/12/14 02:46:11.274, 0, 87, 59, 20355, 209.18, 63
2025/12/14 02:46:16.275, 0, 84, 54, 20355, 187.51, 63
2025/12/14 02:46:21.276, 0, 92, 68, 20355, 181.51, 65
2025/12/14 02:46:26.277, 0, 85, 51, 20355, 204.79, 63
2025/12/14 02:46:31.279, 0, 63, 44, 20355, 184.90, 64
2025/12/14 02:46:36.280, 0, 59, 33, 20355, 197.08, 65
2025/12/14 02:46:41.282, 0, 62, 38, 20355, 184.05, 65
2025/12/14 02:46:46.283, 0, 61, 35, 20355, 201.48, 65
2025/12/14 02:46:51.284, 0, 76, 46, 20355, 184.23, 64
2025/12/14 02:46:56.285, 0, 90, 66, 20355, 202.46, 65
2025/12/14 02:47:01.286, 0, 55, 30, 20355, 184.23, 64
2025/12/14 02:47:06.288, 0, 81, 51, 20355, 199.23, 64
2025/12/14 02:47:11.290, 0, 0, 0, 20355, 121.75, 60
2025/12/14 02:47:16.291, 0, 79, 50, 20355, 203.85, 64
2025/12/14 02:47:21.292, 0, 85, 63, 20355, 179.45, 66
2025/12/14 02:47:26.293, 0, 59, 37, 20355, 183.52, 65
2025/12/14 02:47:31.294, 0, 84, 49, 20355, 170.11, 64
2025/12/14 02:47:36.295, 0, 78, 47, 20355, 189.10, 64
2025/12/14 02:47:41.296, 0, 69, 49, 20355, 210.51, 65
2025/12/14 02:47:46.298, 0, 66, 40, 20355, 195.65, 65
2025/12/14 02:47:51.299, 0, 83, 51, 20355, 183.04, 64
2025/12/14 02:47:56.300, 0, 92, 69, 20355, 187.07, 65
2025/12/14 02:48:01.301, 0, 66, 41, 20355, 204.24, 65
2025/12/14 02:48:06.302, 0, 81, 48, 20355, 114.48, 62
2025/12/14 02:48:11.303, 0, 92, 68, 20355, 215.40, 65
2025/12/14 02:48:16.304, 0, 90, 67, 20355, 179.58, 64
2025/12/14 02:48:21.305, 0, 85, 53, 20355, 203.31, 63
2025/12/14 02:48:26.307, 0, 36, 23, 20355, 96.64, 61
2025/12/14 02:48:31.311, 0, 0, 0, 20355, 138.87, 59
2025/12/14 02:48:36.319, 0, 88, 64, 20355, 187.19, 65
2025/12/14 02:48:41.320, 0, 59, 39, 20355, 182.36, 63
2025/12/14 02:48:46.321, 0, 70, 39, 20355, 182.81, 65
2025/12/14 02:48:51.322, 0, 82, 48, 20355, 193.78, 65
2025/12/14 02:48:56.323, 0, 90, 66, 20355, 167.73, 65
2025/12/14 02:49:01.324, 0, 86, 53, 20355, 192.55, 65
2025/12/14 02:49:06.326, 0, 89, 66, 20355, 177.12, 65
2025/12/14 02:49:11.327, 0, 91, 56, 20355, 184.90, 64
2025/12/14 02:49:16.328, 0, 77, 55, 20355, 177.75, 65
2025/12/14 02:49:21.330, 0, 77, 55, 20355, 182.91, 62
2025/12/14 02:49:26.331, 0, 77, 47, 20355, 202.99, 63
2025/12/14 02:49:31.333, 0, 77, 53, 20355, 204.87, 63
2025/12/14 02:49:36.334, 0, 78, 53, 20355, 201.98, 62
2025/12/14 02:49:41.335, 0, 86, 53, 20355, 195.55, 65
2025/12/14 02:49:46.336, 0, 82, 58, 20355, 200.50, 64
2025/12/14 02:49:51.337, 0, 45, 24, 20355, 168.06, 64
2025/12/14 02:49:56.339, 0, 84, 50, 20355, 212.89, 63
2025/12/14 02:50:01.340, 0, 74, 50, 20355, 213.82, 63
2025/12/14 02:50:06.342, 0, 85, 60, 20355, 212.55, 63
2025/12/14 02:50:11.343, 0, 87, 64, 20355, 215.65, 64
2025/12/14 02:50:16.345, 0, 74, 53, 20355, 158.68, 62
2025/12/14 02:50:21.347, 0, 90, 68, 20355, 164.36, 64
2025/12/14 02:50:26.349, 0, 80, 46, 20355, 212.58, 66
2025/12/14 02:50:31.350, 0, 75, 42, 20355, 190.32, 63
2025/12/14 02:50:36.351, 0, 89, 66, 20355, 205.66, 65
2025/12/14 02:50:41.352, 0, 86, 51, 20355, 197.06, 64
2025/12/14 02:50:46.354, 0, 60, 38, 20355, 185.79, 65
2025/12/14 02:50:51.355, 0, 87, 52, 20355, 184.12, 64
2025/12/14 02:50:56.357, 0, 37, 17, 20355, 174.99, 64
